Fort Knox Wolf Run											Hold*:	0.05678895681755125																																																									
4x5 Reels / 40 Lines											All Line Hit Frequency*:	0.24430426																																																									
Software ID: 		200-1775-002		Tweak of paymodels 200-1646-001 (Fort Knox Cats) and 200-1196-001 (Wolf Run)							All Line Win Frequency*:	0.114143134																																																									
* Hold percentages and Hit Frequencies represent long term statistical probabilities.																																																																					
																																																																					
																																																																					
	Summary																																																																				
																																																																					
	Cost	40																																																																			
																																																																					
																																																																					
	Bet Multiplier	Base  RTP	Bonus RTP	Fort Knox Bonus RTP	Increment	Total RTP	Progressive Odds																																																														
	1	0.6920810791174967	0.07085079559120683	0.17727913532121262	0.003	0.9432110100299161	7499999.999999999																																																														
	2	0.6920810791174967	0.07085079559120683	0.17727916847374528	0.003	0.9432110431824487	3749999.9999999995																																																														
	3	0.6920810791174967	0.07085079559120683	0.17727912687710312	0.003	0.9432110015858066	2500000																																																														
	4	0.6920810791174967	0.07085079559120683	0.17727914730046912	0.003	0.9432110220091726	1874999.9999999998																																																														
	5	0.6920810791174967	0.07085079559120683	0.17727916772383512	0.003	0.9432110424325386	1500000																																																														
	6	0.6920810791174967	0.07085079559120683	0.17727913841109003	0.003	0.9432110131197935	1250000																																																														
	7	0.6920810791174967	0.07085079559120683	0.1772791376191783	0.003	0.9432110123278817	1071428.5714285714																																																														
	8	0.6920810791174967	0.07085079559120683	0.177279170771711	0.003	0.9432110454804145	937499.9999999999																																																														
	9	0.6920810791174967	0.07085079559120683	0.17727912890923822	0.003	0.9432110036179417	833333.3333333334																																																														
	10	0.6920810791174967	0.07085079559120683	0.17727914933260425	0.003	0.9432110240413077	750000																																																														
	15	0.6920810791174967	0.07085079559120683	0.1772791313866429	0.003	0.9432110060953464	500000																																																														
	20	0.6920810791174967	0.07085079559120683	0.17727917572652033	0.003	0.9432110504352238	375000																																																														
	25	0.6920810791174967	0.07085079559120683	0.17727915760112	0.003	0.9432110323098235	300000																																																														
	30	0.6920810791174967	0.07085079559120683	0.1772791478754392	0.003	0.9432110225841427	250000																																																														
	40	0.6920810791174967	0.07085079559120683	0.17727917408991628	0.003	0.9432110487986197	187500																																																														
	50	0.6920810791174967	0.07085079559120683	0.17727918790550182	0.003	0.9432110626142053	150000																																																														
	70	0.6920810791174967	0.07085079559120683	0.17727912338695334	0.003	0.9432109980956568	107142.85714285714																																																														
	80	0.6920810791174967	0.07085079559120683	0.17727919948837761	0.003	0.9432110741970811	93750																																																														
	100	0.6920810791174967	0.07085079559120683	0.17727919803121261	0.003	0.9432110727399161	75000																																																														
	120	0.6920810791174967	0.07085079559120683	0.1772791335126641	0.003	0.9432110082213676	62500																																																														
	150	0.6920810791174967	0.07085079559120683	0.17727914527497896	0.003	0.9432110199836824	50000																																																														
	160	0.6920810791174967	0.07085079559120683	0.17727917122362546	0.003	0.943211045932329	46875																																																														
	200	0.6920810791174967	0.07085079559120683	0.1772791052479119	0.003	0.9432109799566154	37500																																																														
	300	0.6920810791174967	0.07085079559120683	0.17727916672073057	0.003	0.943211041429434	25000																																																														
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
Fort Knox Wolf Run												Page 2																																																									
Software ID: 		200-1775-002																																																																			
																																																																					
	Base Game																																																																				
																																																																					
		Reel 1	Reel 2	Reel 3	Reel 4	Reel 5																																																															
	WildWolf	56.33802816901409	82.56880733944955	57.14285714285714	148.5148514851485	134.8314606741573																																																															
	DarkWolf	28.169014084507044	64.22018348623854	71.42857142857143	108.91089108910892	101.12359550561797																																																															
	Whitewolf	42.25352112676056	27.522935779816514	142.85714285714286	59.4059405940594	78.65168539325842																																																															
	BirdTotem	42.25352112676056	45.87155963302752	142.85714285714286	49.504950495049506	101.12359550561797																																																															
	BearTotem	70.42253521126761	73.39449541284404	71.42857142857143	118.8118811881188	56.17977528089887																																																															
	Ace	70.42253521126761	110.09174311926606	57.14285714285714	29.7029702970297	101.12359550561797																																																															
